adresse,postnummer,by,pris,type,kvm,vaerelser,byggeaar,energimaerke,liggetid,afstand_m,afstand_vindm_m,afstand_sol_m,lat,lng,url
"Nødebovejen 132, Nødebohuse",3390,Hundested,9995000,Fritidshus,46,1.0,2025,-,33,35.6,1696.0,2182.0,55.993,11.90629,https://www.boliga.dk/adresse/noedebovejen-132-3390-hundested-950163218
"Strandvejen 90, 1. th",8400,Ebeltoft,5700000,Fritidshus,133,3.0,2025,-,221,35.6,2802.0,2829.0,56.19542,10.67147,https://www.boliga.dk/adresse/strandvejen-90-1-th-8400-ebeltoft-1444810396
"Rudbæksbanke 31C, Strib",5500,Middelfart,7995000,Villa/Parcelhus,196,5.0,2005,C,140,35.8,3484.0,2024.0,55.53106,9.77005,https://www.boliga.dk/adresse/rudbaeksbanke-31c-5500-middelfart-62443069
Kalvøvej 15,6230,Rødekro,3295000,Fritidshus,116,3.0,1904,c,380,36.0,4259.0,9529.0,55.12472,9.46364,https://www.boliga.dk/adresse/kalvoevej-15-6230-roedekro-1496784977
Havnsø Møllevej 31,4591,Føllenslev,5800000,Fritidshus,92,3.0,1968,-,386,36.1,2708.0,3858.0,55.75382,11.31089,https://www.boliga.dk/adresse/havnsoe-moellevej-31-4591-foellenslev-471660958
"Simons Bakke 24, Tilsted",7700,Thisted,998000,Fritidshus,92,3.0,1922,C,285,36.3,2172.0,3366.0,56.95223,8.66954,https://www.boliga.dk/adresse/simons-bakke-24-7700-thisted-1865782869
Kongsmarkvej 152,4200,Slagelse,4600000,Fritidshus,67,3.0,2006,-,39,36.5,2745.0,4497.0,55.42549,11.19766,https://www.boliga.dk/adresse/kongsmarkvej-152-4200-slagelse-1074265176
"Kalvøvej 9, Genner Str",6230,Rødekro,7250000,Villa/Parcelhus,205,6.0,2009,B,59,36.9,4153.0,9428.0,55.12571,9.46512,https://www.boliga.dk/adresse/kalvoevej-9-6230-roedekro-540007989
"Holmbjergvej 54, Knebelbro",8420,Knebel,6800000,Villa/Parcelhus,276,5.0,1968,B,326,37.1,1983.0,768.0,56.20275,10.47175,https://www.boliga.dk/adresse/holmbjergvej-54-8420-knebel-1656910128
Skrænten 4,4220,Korsør,14495000,Fritidshus,189,5.0,2009,B,347,37.3,2945.0,3620.0,55.31529,11.16028,https://www.boliga.dk/adresse/skraenten-4-4220-korsoer-142471719
"Strandvejen 5, Aarsdale",3740,Svaneke,4895000,Fritidshus,137,8.0,1931,B,317,37.6,3579.0,3545.0,55.10833,15.14332,https://www.boliga.dk/adresse/strandvejen-5-3740-svaneke-1747419530
Myrehøjvej 31A,5700,Svendborg,4495000,Fritidshus,97,4.0,1977,B,339,37.7,2797.0,2059.0,55.0554,10.64437,https://www.boliga.dk/adresse/myrehoejvej-31a-5700-svendborg-922885612
Melsted Langgade 29,3760,Gudhjem,2495000,Villa/Parcelhus,122,4.0,1960,e,391,37.7,2826.0,8470.0,55.20555,14.9796,https://www.boliga.dk/adresse/melsted-langgade-29-3760-gudhjem-632518574
Askø Strandvig 1,4942,Askø,995000,Fritidshus,69,3.0,2005,-,6,37.8,8565.0,7046.0,54.89491,11.5018,https://www.boliga.dk/adresse/askoe-strandvig-1-4942-askoe-1783879381
"Lindøhovedvænget 1, Lindø",5400,Bogense,925000,Fritidshus,29,1.0,1988,-,369,37.8,6403.0,6515.0,55.59277,10.19387,https://www.boliga.dk/adresse/lindoehovedvaenget-1-5400-bogense-770810238
"Kystvejen 10, Strøby Egede",4600,Køge,10400000,Villa/Parcelhus,210,3.0,1985,J,174,37.8,4058.0,8536.0,55.41617,12.24765,https://www.boliga.dk/adresse/kystvejen-10-4600-koege-1208590358
Sundsørevej 10,7870,Roslev,1980000,Villa/Parcelhus,106,4.0,1936,C,681,38.1,2331.0,2363.0,56.70763,9.17084,https://www.boliga.dk/adresse/sundsoerevej-10-7870-roslev-1399714061
Sdr Landevej 27,3730,Nexø,2100000,Villa/Parcelhus,137,4.0,1927,D,731,38.1,1240.0,836.0,55.05398,15.12428,https://www.boliga.dk/adresse/sdr-landevej-27-3730-nexoe-1720112954
Flensborgvej 102,6200,Aabenraa,5495000,Villa/Parcelhus,177,6.0,1995,C,10,38.1,4977.0,632.0,55.02581,9.42322,https://www.boliga.dk/adresse/flensborgvej-102-6200-aabenraa-1059501724
"Gl Strandvej 140, Strib",5500,Middelfart,9950000,Villa/Parcelhus,192,4.0,1932,C,592,38.1,3007.0,1076.0,55.52263,9.76604,https://www.boliga.dk/adresse/gl-strandvej-140-5500-middelfart-1176626990
Færgevej 97A,3600,Frederikssund,7995000,Villa/Parcelhus,223,6.0,1937,E,153,38.2,4150.0,3272.0,55.84341,12.04567,https://www.boliga.dk/adresse/faergevej-97a-3600-frederikssund-137944265
Fjordvej 36,7900,Nykøbing M,6950000,Fritidshus,164,6.0,1961,c,205,38.2,2413.0,2289.0,56.80372,8.87561,https://www.boliga.dk/adresse/fjordvej-36-7900-nykoebing-m-1395878809
"Københavnervej 2, Ennebølle",5953,Tranekær,3895000,Fritidshus,166,6.0,1777,E,4,38.3,954.0,7452.0,55.07607,10.86827,https://www.boliga.dk/adresse/koebenhavnervej-2-5953-tranekaer-1685417367
"Kelstrupvej 122, Kelstrup",6100,Haderslev,1145000,Fritidsgrund,0,0.0,0,-,32,38.3,2483.0,1387.0,55.19214,9.5838,https://www.boliga.dk/adresse/kelstrupvej-122-6100-haderslev-12076847
"Ndr. Strandvej 5M, 1. tv.",8400,Ebeltoft,1795000,Fritidshus,52,1.0,1978,E,3,38.4,2550.0,1977.0,56.20286,10.67718,https://www.boliga.dk/adresse/ndr-strandvej-5m-1-tv-8400-ebeltoft-1895010900
Kystvejen 244,4671,Strøby,6895000,Villa/Parcelhus,220,5.0,1938,K,98,38.7,1391.0,6747.0,55.40405,12.29067,https://www.boliga.dk/adresse/kystvejen-244-4671-stroeby-1412608734
Krik Strandvej 62,7770,Vestervig,1275000,Fritidshus,130,5.0,1900,e,244,38.8,887.0,7913.0,56.77144,8.27588,https://www.boliga.dk/adresse/krik-strandvej-62-7770-vestervig-907477409
"Skovhaverne 41, Skovkrogen",5683,Haarby,3695000,Fritidshus,90,4.0,1956,-,46,39.0,4899.0,8901.0,55.17649,10.0654,https://www.boliga.dk/adresse/skovhaverne-41-5683-haarby-1090094620
"Ndr. Strandvej 5C, 1. th.",8400,Ebeltoft,1795000,Fritidshus,46,1.0,1978,D,259,39.1,2546.0,2008.0,56.20258,10.67711,https://www.boliga.dk/adresse/ndr-strandvej-5c-1-th-8400-ebeltoft-1856998069
"Fiskerstien 4, Hasmark Strand",5450,Otterup,3495000,Fritidshus,90,5.0,1957,-,61,39.4,3756.0,8990.0,55.55635,10.47966,https://www.boliga.dk/adresse/fiskerstien-4-5450-otterup-595409966
"Kystvejen 7B, 2. mf., Strandkanten",4400,Kalundborg,995000,Landejendom,70,2.0,2004,B,440,39.5,1540.0,5306.0,55.69587,11.03277,https://www.boliga.dk/adresse/kystvejen-7b-2-mf-4400-kalundborg-1590139165
"Østre Strandvej 278, Hasmark Strand",5450,Otterup,2595000,Fritidshus,52,3.0,1933,-,193,39.6,3849.0,8954.0,55.55536,10.48155,https://www.boliga.dk/adresse/oestre-strandvej-278-5450-otterup-661651710
Toldbodvej 50,4581,Rørvig,7500000,Villa/Parcelhus,236,6.0,1935,B,63,39.7,4152.0,6218.0,55.94399,11.76059,https://www.boliga.dk/adresse/toldbodvej-50-4581-roervig-1496395431
"Niels Pedersensvej 51, Mørkholt",7080,Børkop,3595000,Fritidsgrund,33,2.0,1992,-,494,39.8,2137.0,3397.0,55.65168,9.7412,https://www.boliga.dk/adresse/niels-pedersensvej-51-7080-boerkop-2028725917
Strandgade 22,8300,Odder,3995000,Fritidshus,110,4.0,1975,-,65,39.9,1275.0,2418.0,55.91162,10.25024,https://www.boliga.dk/adresse/strandgade-22-8300-odder-467159880
"Bjerghammer 42, Faldsled",5642,Millinge,3195000,Fritidshus,74,4.0,2006,-,27,40.0,3736.0,7682.0,55.15894,10.1338,https://www.boliga.dk/adresse/bjerghammer-42-5642-millinge-2045425724
Gl Færgevej 107 st,6300,Gråsten,1495000,Villa/Parcelhus,181,7.0,1897,g,1140,40.1,4531.0,2036.0,54.90722,9.5975,https://www.boliga.dk/adresse/gl-faergevej-107-st-6300-graasten-498983548
Strandvejen 5,4944,Fejø,2495000,Fritidshus,213,8.0,1946,B,75,40.3,2784.0,2669.0,54.93604,11.37491,https://www.boliga.dk/adresse/strandvejen-5-4944-fejoe-1149054250
"Fjordvej 10, Hvalpsund",9640,Farsø,1995000,Fritidshus,146,6.0,1935,C,238,40.4,4162.0,476.0,56.70216,9.20003,https://www.boliga.dk/adresse/fjordvej-10-9640-farsoe-662786720
"Bredetved Strand 2, Bredetved",4300,Holbæk,6495000,Villa/Parcelhus,131,4.0,1900,B,12,40.6,1545.0,7439.0,55.70454,11.79074,https://www.boliga.dk/adresse/bredetved-strand-2-4300-holbaek-999412895
"Øksnebjerg 40, Langø",5390,Martofte,2450000,Fritidshus,57,3.0,2011,-,689,40.6,6781.0,14662.0,55.54763,10.61956,https://www.boliga.dk/adresse/oeksnebjerg-40-5390-martofte-1984653635
Strandvejen 138,3700,Rønne,6095000,Villa/Parcelhus,126,4.0,1970,D,117,41.0,4048.0,728.0,55.0815,14.7183,https://www.boliga.dk/adresse/strandvejen-138-3700-roenne-949128455
Havnegade 11,4900,Nakskov,3500000,Villa/Parcelhus,386,8.0,1910,K,10,41.2,2105.0,2017.0,54.83051,11.13222,https://www.boliga.dk/adresse/havnegade-11-4900-nakskov-907342196
"Hedelyngen 42, Langø",5390,Martofte,3150000,Fritidsgrund,52,4.0,1957,-,437,41.3,7072.0,14949.0,55.55012,10.61814,https://www.boliga.dk/adresse/hedelyngen-42-5390-martofte-1010895938
Klintestien 28,4720,Præstø,4750000,Fritidshus,81,4.0,1961,-,61,41.3,5024.0,6191.0,55.12961,12.13732,https://www.boliga.dk/adresse/klintestien-28-4720-praestoe-787133780
"Bellisvej 37, Revsøre",5874,Hesselager,2985000,Villa/Parcelhus,137,6.0,2004,B,67,41.4,2412.0,4960.0,55.20992,10.8102,https://www.boliga.dk/adresse/bellisvej-37-5874-hesselager-1756277278
"Grynderup Strand 28, Grynderup",7870,Roslev,2975000,Fritidshus,86,5.0,1935,-,300,41.5,2638.0,3929.0,56.77478,8.91228,https://www.boliga.dk/adresse/grynderup-strand-28-7870-roslev-1149863532
Norsmindevej 170,8340,Malling,8750000,Villa/Parcelhus,236,7.0,1870,K,418,41.8,2608.0,7866.0,56.02679,10.25526,https://www.boliga.dk/adresse/norsmindevej-170-8340-malling-1492745956
"Duevej 19, Mørkholt",7080,Børkop,4995000,Fritidsgrund,69,3.0,1999,-,72,41.8,2067.0,3659.0,55.65501,9.73865,https://www.boliga.dk/adresse/duevej-19-7080-boerkop-536821207
Dyreborgvej 75,5600,Faaborg,5495000,Villa/Parcelhus,153,6.0,2008,K,21,41.8,5725.0,11600.0,55.07243,10.21796,https://www.boliga.dk/adresse/dyreborgvej-75-5600-faaborg-1298996791
"Dæmningen 101, Strib",5500,Middelfart,9500000,Villa/Parcelhus,180,5.0,1892,B,276,42.0,4248.0,3620.0,55.54339,9.78701,https://www.boliga.dk/adresse/daemningen-101-5500-middelfart-746943423
Strandløkkevej 44,5800,Nyborg,4995000,Fritidshus,83,3.0,1955,-,565,42.0,4405.0,7493.0,55.38825,10.76189,https://www.boliga.dk/adresse/strandloekkevej-44-5800-nyborg-387662424
"Ronæsbrovej 12, Ronæs",5580,Nørre Aaby,3995000,Villa/Parcelhus,418,14.0,1890,E,34,42.3,2932.0,5303.0,55.43612,9.8249,https://www.boliga.dk/adresse/ronaesbrovej-12-5580-noerre-aaby-970633081
"Klintealle 1A, 2. 303",5600,Faaborg,1850000,Fritidshus,54,2.0,1977,-,242,42.3,6967.0,9335.0,55.0875,10.25655,https://www.boliga.dk/adresse/klintealle-1a-2-303-5600-faaborg-723493353
"Strandvejen 41, Ballen",8305,Samsø,7498000,Fritidshus,157,5.0,1939,C,276,42.4,2107.0,3067.0,55.82382,10.63661,https://www.boliga.dk/adresse/strandvejen-41-8305-samsoe-845367212
Vibelunden 48,4540,Fårevejle,15000000,Fritidshus,85,5.0,1932,-,89,42.4,3519.0,4445.0,55.84161,11.43204,https://www.boliga.dk/adresse/vibelunden-48-4540-faarevejle-1061515249
"Ilsøevej 15, Ejby",4070,Kirke Hyllinge,6995000,Fritidshus,141,4.0,1989,D,17,42.5,3543.0,5995.0,55.69212,11.83934,https://www.boliga.dk/adresse/ilsoeevej-15-4070-kirke-hyllinge-1373217067
Æ Gammel Havn 46A,6960,Hvide Sande,3598000,Fritidshus,98,4.0,2026,-,25,42.6,408.0,610.0,56.00815,8.13484,https://www.boliga.dk/adresse/ae-gammel-havn-46a-6960-hvide-sande-12125806
Taarbæk Strandvej 100,2930,Klampenborg,8750000,Villa/Parcelhus,82,4.0,1802,c,713,42.6,10098.0,3497.0,55.78758,12.59478,https://www.boliga.dk/adresse/taarbaek-strandvej-100-2930-klampenborg-1928038955
Søndre Landevej 44,3720,Aakirkeby,6375000,Villa/Parcelhus,55,2.0,2020,-,412,42.7,3745.0,5077.0,55.05117,14.8078,https://www.boliga.dk/adresse/soendre-landevej-44-3720-aakirkeby-631565447
Hornsherredvej 256,4070,Kirke Hyllinge,7995000,Fritidshus,158,6.0,2007,-,67,42.8,2941.0,178.0,55.68282,11.94624,https://www.boliga.dk/adresse/hornsherredvej-256-4070-kirke-hyllinge-271334136
"Vigen 96, Andkær Vig",7080,Børkop,7600000,Villa/Parcelhus,215,8.0,1877,D,356,42.8,5573.0,3582.0,55.68947,9.65537,https://www.boliga.dk/adresse/vigen-96-7080-boerkop-851355411
"Kystvejen 68B, Strøby Egede",4600,Køge,7195000,Villa/Parcelhus,132,4.0,2012,I,101,42.9,3440.0,8147.0,55.41428,12.25801,https://www.boliga.dk/adresse/kystvejen-68b-4600-koege-550979796
"Østre Havnevej 26, Havnebyen",4583,Sjællands Odde,2995000,Villa/Parcelhus,125,2.0,1936,G,10,42.9,734.0,13687.0,55.97154,11.36829,https://www.boliga.dk/adresse/oestre-havnevej-26-4583-sjaellands-odde-1514175502
Kongsmarkvej 169,4200,Slagelse,3195000,Fritidshus,100,3.0,1940,C,35,43.0,2782.0,4702.0,55.4236,11.19704,https://www.boliga.dk/adresse/kongsmarkvej-169-4200-slagelse-274192156
Ved Majtræet 201,5700,Svendborg,7995000,Villa/Parcelhus,190,6.0,1981,c,444,43.0,2270.0,3161.0,55.04978,10.67034,https://www.boliga.dk/adresse/ved-majtraeet-201-5700-svendborg-1494950050
Fjordtoften 5,3600,Frederikssund,7795000,Villa/Parcelhus,164,5.0,1954,D,130,43.1,4277.0,3367.0,55.84264,12.04815,https://www.boliga.dk/adresse/fjordtoften-5-3600-frederikssund-656156702
Skodsborg Strandvej 268B,2942,Skodsborg,35000000,Helårsgrund,231,5.0,1979,d,146,43.6,15156.0,3285.0,55.83719,12.57351,https://www.boliga.dk/adresse/skodsborg-strandvej-268b-2942-skodsborg-686420374
Sandvigvej 21,4750,Lundby,1995000,Fritidshus,55,4.0,1969,-,23,44.2,4621.0,9041.0,55.11711,11.72052,https://www.boliga.dk/adresse/sandvigvej-21-4750-lundby-1027085646
Olfert Fischers Vej 12,5700,Svendborg,7495000,Villa/Parcelhus,142,5.0,1949,b,608,44.3,5664.0,790.0,55.04338,10.60456,https://www.boliga.dk/adresse/olfert-fischers-vej-12-5700-svendborg-769442984
"Appenæs Bygade 96A, Appenæs",4700,Næstved,4695000,Villa/Parcelhus,269,6.0,1932,D,735,44.3,4141.0,6448.0,55.19483,11.74321,https://www.boliga.dk/adresse/appenaes-bygade-96a-4700-naestved-901537813
Fjordvejen 9,7570,Vemb,2395000,Fritidshus,315,12.0,1998,D,191,44.3,1483.0,4570.0,56.33344,8.26854,https://www.boliga.dk/adresse/fjordvejen-9-7570-vemb-864500377
Marinavej 12,6320,Egernsund,2795000,Fritidshus,109,4.0,2005,-,643,44.3,4321.0,356.0,54.89843,9.61885,https://www.boliga.dk/adresse/marinavej-12-6320-egernsund-886003033
Sønderballevej 79,6230,Rødekro,1695000,Fritidshus,46,2.0,1963,-,223,44.4,3576.0,8851.0,55.13156,9.47313,https://www.boliga.dk/adresse/soenderballevej-79-6230-roedekro-298292432
Østre Strandvej 303,5450,Otterup,3750000,Fritidshus,96,4.0,2007,-,145,44.7,4076.0,8931.0,55.55367,10.48569,https://www.boliga.dk/adresse/oestre-strandvej-303-5450-otterup-508770202
Vigen 1,9900,Frederikshavn,2795000,Villa/Parcelhus,191,4.0,1986,f,1738,44.7,1612.0,3132.0,57.41963,10.52736,https://www.boliga.dk/adresse/vigen-1-9900-frederikshavn-852175963
Elsehoved 14,5882,Vejstrup,3195000,Fritidshus,49,2.0,1962,-,47,44.8,2915.0,2414.0,55.10242,10.77385,https://www.boliga.dk/adresse/elsehoved-14-5882-vejstrup-530128166
"Randkløvevej 48, Østermarie",3760,Gudhjem,6995000,Fritidshus,133,5.0,1936,-,40,44.9,882.0,4269.0,55.17602,15.02191,https://www.boliga.dk/adresse/randkloevevej-48-3760-gudhjem-612181554
"Flensborgvej 160, Styrtom",6200,Aabenraa,750000,Helårsgrund,0,0.0,0,-,94,44.9,5107.0,1074.0,55.02228,9.43088,https://www.boliga.dk/adresse/flensborgvej-160-6200-aabenraa-1249341142
Gl. Fyrvej 18,9990,Skagen,8000000,Fritidshus,49,3.0,2014,-,214,44.9,2766.0,2184.0,57.7291,10.61473,https://www.boliga.dk/adresse/gl-fyrvej-18-9990-skagen-1317846968
"Gammel Strandvej 115, Bisserup",4243,Rude,2995000,Fritidshus,44,4.0,1935,-,130,45.1,2286.0,6183.0,55.19881,11.51276,https://www.boliga.dk/adresse/gammel-strandvej-115-4243-rude-180095538
Porsvej 32,7900,Nykøbing M,5975000,Fritidshus,168,5.0,2010,-,256,45.2,2601.0,2515.0,56.79825,8.87737,https://www.boliga.dk/adresse/porsvej-32-7900-nykoebing-m-1857157809
Dragsbækvej 80,7700,Thisted,3975000,Villa/Parcelhus,187,3.0,1925,C,356,45.5,2163.0,3276.0,56.95304,8.67206,https://www.boliga.dk/adresse/dragsbaekvej-80-7700-thisted-2014070135
Møllevej 24,8585,Glesborg,5998000,Fritidshus,220,6.0,1776,B,66,45.5,972.0,8199.0,56.53004,10.69947,https://www.boliga.dk/adresse/moellevej-24-8585-glesborg-806992967
Langestykket 8,3250,Gilleleje,12950000,Fritidshus,91,4.0,1999,-,145,45.5,3016.0,6416.0,56.11548,12.21732,https://www.boliga.dk/adresse/langestykket-8-3250-gilleleje-1655666370
"Drejet 5, Torø Huse",5610,Assens,3895000,Villa/Parcelhus,226,8.0,1900,E,74,45.7,1538.0,1864.0,55.24401,9.89337,https://www.boliga.dk/adresse/drejet-5-5610-assens-640042289
Strandvej 72A,5762,Vester Skerninge,11500000,Villa/Parcelhus,182,5.0,1937,c,73,45.8,1451.0,2346.0,55.03984,10.48002,https://www.boliga.dk/adresse/strandvej-72a-5762-vester-skerninge-1753924992
Strandhuse 44,7900,Nykøbing M,7250000,Villa/Parcelhus,178,4.0,1998,c,533,45.9,2861.0,2902.0,56.78361,8.86462,https://www.boliga.dk/adresse/strandhuse-44-7900-nykoebing-m-641018225
"Ndr. Strandvej 3, Tejn",3770,Allinge,3345000,Fritidshus,242,6.0,1828,E,23,46.0,4522.0,3877.0,55.24742,14.83769,https://www.boliga.dk/adresse/ndr-strandvej-3-3770-allinge-1622558395
Strandvejen 77,4880,Nysted,3200000,Fritidshus,111,3.0,1884,C,87,46.0,1846.0,761.0,54.66272,11.7312,https://www.boliga.dk/adresse/strandvejen-77-4880-nysted-2047702585
Korvetvej 13,4500,Nykøbing Sj,2500000,Villa/Parcelhus,67,4.0,2010,c,60,46.1,3710.0,195.0,55.91503,11.6738,https://www.boliga.dk/adresse/korvetvej-13-4500-nykoebing-sj-14878735
Brinken 151,4671,Strøby,4395000,Fritidshus,73,4.0,1972,-,25,46.2,1795.0,7037.0,55.40655,12.28372,https://www.boliga.dk/adresse/brinken-151-4671-stroeby-1694072552
"Olfert Fischers Vej 4, Tåsinge",5700,Svendborg,6645000,Villa/Parcelhus,139,5.0,1947,C,68,46.5,5621.0,790.0,55.04389,10.60481,https://www.boliga.dk/adresse/olfert-fischers-vej-4-5700-svendborg-839815218
Strandlysthuse 33,5330,Munkebo,2270000,Fritidshus,60,3.0,2012,-,60,46.6,2452.0,7193.0,55.44991,10.55698,https://www.boliga.dk/adresse/strandlysthuse-33-5330-munkebo-305511201
"Åbogade 6, Gudhjem",3760,Gudhjem,1795000,Villa/Parcelhus,117,5.0,1827,G,14,46.8,2480.0,9333.0,55.21186,14.97147,https://www.boliga.dk/adresse/aabogade-6-3760-gudhjem-1364526903
"Holmbjergvej 83, Knebelbro",8420,Knebel,1750000,Villa/Parcelhus,159,5.0,1899,E,845,47.0,2064.0,846.0,56.20215,10.47088,https://www.boliga.dk/adresse/holmbjergvej-83-8420-knebel-2141812449
"Mullerup Strandvej 95, Mullerup",4200,Slagelse,2695000,Fritidshus,73,4.0,0,-,33,47.2,1718.0,3388.0,55.49504,11.17551,https://www.boliga.dk/adresse/mullerup-strandvej-95-4200-slagelse-586763242
Havnevej 28,6320,Egernsund,2295000,Villa/Parcelhus,140,5.0,1937,D,14,47.2,4900.0,1846.0,54.90823,9.60299,https://www.boliga.dk/adresse/havnevej-28-6320-egernsund-553030150
"Marinaen 9, Hvalpsund",9640,Farsø,2645000,Fritidshus,103,4.0,2023,-,623,47.4,4306.0,482.0,56.70406,9.20281,https://www.boliga.dk/adresse/marinaen-9-9640-farsoe-133756002
Stubberupvej 44,4880,Nysted,3795000,Fritidshus,104,5.0,1827,D,10,47.5,1308.0,2797.0,54.66454,11.69089,https://www.boliga.dk/adresse/stubberupvej-44-4880-nysted-1967715014
Molevej 5,3210,Vejby,12900000,Fritidshus,175,9.0,1875,-,228,47.7,2708.0,2764.0,56.0983,12.15894,https://www.boliga.dk/adresse/molevej-5-3210-vejby-2121721518
"Kystagervej 2, Svallerup",4400,Kalundborg,6250000,Fritidshus,87,4.0,1917,-,272,47.8,997.0,4557.0,55.59895,11.14125,https://www.boliga.dk/adresse/kystagervej-2-4400-kalundborg-1043265733
Nordre Strandvej 45A,3250,Gilleleje,13695000,Fritidshus,200,4.0,2021,J,613,47.8,1766.0,8315.0,56.12827,12.29196,https://www.boliga.dk/adresse/nordre-strandvej-45a-3250-gilleleje-1009116215
Strandvejen 40,8410,Rønde,4995000,Fritidshus,53,2.0,2020,-,10,47.8,521.0,1509.0,56.29606,10.43115,https://www.boliga.dk/adresse/strandvejen-40-8410-roende-1156556528
Næssundvej 520,7960,Karby,2095000,Fritidshus,213,7.0,1915,D,2460,47.9,2137.0,5011.0,56.73789,8.50516,https://www.boliga.dk/adresse/naessundvej-520-7960-karby-813184678
Dragsbækvej 78,7700,Thisted,2495000,Villa/Parcelhus,227,3.0,1927,D,612,47.9,2164.0,3270.0,56.9531,8.67227,https://www.boliga.dk/adresse/dragsbaekvej-78-7700-thisted-361584119
Strandvejen 42,8410,Rønde,5998000,Fritidsgrund,79,3.0,2015,-,237,48.2,536.0,1523.0,56.29608,10.43089,https://www.boliga.dk/adresse/strandvejen-42-8410-roende-1741025228
Strandvejen 132,3700,Rønne,4995000,Villa/Parcelhus,177,4.0,1930,D,39,48.7,4061.0,683.0,55.08159,14.71741,https://www.boliga.dk/adresse/strandvejen-132-3700-roenne-995792237
Nørregade 28,5970,Ærøskøbing,1575000,Villa/Parcelhus,74,3.0,1800,C,167,48.7,5532.0,409.0,54.88746,10.41346,https://www.boliga.dk/adresse/noerregade-28-5970-aeroeskoebing-1950684329
"Fuglesangvej 18, Midskov",5370,Mesinge,1095000,Fritidshus,42,3.0,1962,-,25,48.8,4194.0,11891.0,55.5204,10.60489,https://www.boliga.dk/adresse/fuglesangvej-18-5370-mesinge-1434348522
Sætting Strandvej 26,5700,Svendborg,7495000,Villa/Parcelhus,284,7.0,1877,C,337,48.8,3825.0,1229.0,55.04218,10.57301,https://www.boliga.dk/adresse/saetting-strandvej-26-5700-svendborg-1928234696
"Strandgade 47, Tåsinge",5700,Svendborg,6495000,Villa/Parcelhus,203,8.0,1780,D,293,48.9,4574.0,858.0,55.0355,10.64005,https://www.boliga.dk/adresse/strandgade-47-5700-svendborg-1175684522
"Kystvej 27, Lundeborg",5874,Hesselager,3995000,Villa/Parcelhus,196,6.0,1893,C,287,48.9,4231.0,4483.0,55.13612,10.78135,https://www.boliga.dk/adresse/kystvej-27-5874-hesselager-2029321649
"Musvågevej 20, Nordenhuse",5800,Nyborg,8995000,Fritidshus,90,6.0,1947,-,445,48.9,5476.0,9383.0,55.36968,10.77732,https://www.boliga.dk/adresse/musvaagevej-20-5800-nyborg-1396043474
Strandalleen 58,5800,Nyborg,14900000,Fritidshus,224,5.0,2005,I,66,48.9,8079.0,8614.0,55.32834,10.80829,https://www.boliga.dk/adresse/strandalleen-58-5800-nyborg-312085841
Stødby Strandvej 30,4983,Dannemare,4500000,Fritidshus,104,4.0,1935,-,231,49.0,1756.0,8970.0,54.73416,11.13094,https://www.boliga.dk/adresse/stoedby-strandvej-30-4983-dannemare-450645975
Sætting Strandvej 32,5700,Svendborg,7995000,Villa/Parcelhus,170,6.0,1938,B,524,49.0,3799.0,1264.0,55.04202,10.57248,https://www.boliga.dk/adresse/saetting-strandvej-32-5700-svendborg-1335958684
Sønderballe Strand 83,6100,Haderslev,2345000,Fritidshus,116,3.0,1797,-,375,49.2,3867.0,8736.0,55.13025,9.4817,https://www.boliga.dk/adresse/soenderballe-strand-83-6100-haderslev-143078396
"Simons Bakke 28, Tilsted",7700,Thisted,1575000,Villa/Parcelhus,92,2.0,1988,C,30,49.2,2170.0,3378.0,56.95213,8.66909,https://www.boliga.dk/adresse/simons-bakke-28-7700-thisted-118005911
Ø.Strandløkkevej 20,5300,Kerteminde,3850000,Fritidshus,57,2.0,2018,-,234,49.3,3187.0,5946.0,55.46002,10.59845,https://www.boliga.dk/adresse/oestrandloekkevej-20-5300-kerteminde-1649536959
Æ Gammel Havn 46B,6960,Hvide Sande,3598000,Fritidshus,98,4.0,2026,-,26,49.4,405.0,605.0,56.00809,8.13488,https://www.boliga.dk/adresse/ae-gammel-havn-46b-6960-hvide-sande-12135356
Æ Gammel Havn 46B,6960,Hvide Sande,3598000,Fritidshus,98,4.0,2026,-,26,49.4,405.0,605.0,56.00809,8.13488,https://www.boliga.dk/adresse/ae-gammel-havn-46b-6960-hvide-sande-12123700
Strandlysthuse 76,5330,Munkebo,2395000,Fritidshus,44,2.0,2022,-,21,49.5,2537.0,7214.0,55.44907,10.55576,https://www.boliga.dk/adresse/strandlysthuse-76-5330-munkebo-1419731775
"Hejsager Strandvej 268, Hejsager Strand",6100,Haderslev,1795000,Fritidshus,60,3.0,1969,-,30,49.5,2573.0,1755.0,55.19391,9.58979,https://www.boliga.dk/adresse/hejsager-strandvej-268-6100-haderslev-1481645748
